Date_1,Description_1,Deposits,Withdrawls,Balance
Feb,Tax,316.11,0,2484315.67
Mar,Purchase,222.8,0,2484538.47
Apr,NEFT,19797.3,0,2504335.77
May,Reversal,0,250433.58,2253902.19
Jun,Miscellaneous,377.5,0,2254279.69
Jul,Commission,598172,0,2852451.69
Aug,Reversal,5.8,0,2852457.49
Sep,Transfer,5146,0,2857603.49
Oct,Interest,0,285760.35,2571843.14
Nov,Bill,17018.1,0,2588861.24
Dec,ATM,3716.4,0,2592577.64
Jan,Tax,1.9,0,2592579.54
Feb,Transfer,8641,0,2601220.54
Mar,Purchase,0,289024.5,2312196.04
Apr,Reversal,0,578049.01,1734147.03
May,Transfer,0,247735.29,1486411.74
Jun,IMPS,0,247735.29,1238676.45
Jul,Reversal,0,1238676.45,0
Aug,Transfer,3487.69,0,3487.69
Sep,Interest,6,0,3493.69
Oct,Commission,77378.78,0,80872.47
Nov,Transfer,28993,0,109865.47
Dec,Miscellaneous,1405.7,0,111271.17
Jan,Cash,3316.6,0,114587.77
Feb,NEFT,215583.2,0,330170.97
Mar,Debit Card,7578,0,337748.97
Apr,IMPS,102916.84,0,440665.81
May,Cheque,0,440665.81,0
Jun,Miscellaneous,1.75,0,1.75
Jul,Bill,0,0.18,1.58
Aug,NEFT,456.6,0,458.18
Sep,Reversal,0,57.27,400.91
Oct,Tax,1263263.2,0,1263664.11
Nov,Purchase,2846.08,0,1266510.19
Dec,Cheque,0,211085.03,1055425.16
Jan,NEFT,0,105542.52,949882.64
Feb,Miscellaneous,0,135697.52,814185.12
Mar,Debit Card,248.84,0,814433.96
Apr,Cash,14696,0,829129.96
May,Bill,252094.69,0,1081224.65
Jun,Reversal,0,540612.33,540612.32
Jul,IMPS,6689.48,0,547301.8
Aug,Cash,0,109460.36,437841.44
Sep,Reversal,2699.09,0,440540.53
Oct,Reversal,141017,0,581557.53
Nov,RTGS,0,193852.51,387705.02
Dec,Debit Card,0,48463.13,339241.89
Jan,Commission,0,113080.63,226161.26
Feb,IMPS,0,113080.63,113080.63
Mar,NEFT,1682197,0,1795277.63
Apr,Purchase,0,448819.41,1346458.22
May,Commission,0,269291.64,1077166.58
Jun,Reversal,490.17,0,1077656.75
Jul,Miscellaneous,0,134707.09,942949.66
Aug,RTGS,0,134707.09,808242.57
Sep,Cheque,957601.5,0,1765844.07
Oct,Transfer,0,882922.04,882922.04
Nov,Debit Card,1639499,0,2522421.04
Dec,IMPS,0,280269,2242152.04
Jan,NEFT,7.7,0,2242159.74
Feb,RTGS,0,560539.94,1681619.81
Mar,Miscellaneous,209.7,0,1681829.51
Apr,Bill,210,0,1682039.51
May,Debit Card,0,168203.95,1513835.56
Jun,Reversal,64711,0,1578546.56
Jul,Transfer,0,225506.65,1353039.91
Aug,Purchase,47.4,0,1353087.31
Sep,Tax,0,1353087.31,0
Oct,ATM,16,0,16
Nov,NEFT,549452,0,549468
Dec,Debit Card,2011,0,551479
Jan,Cheque,36265.7,0,587744.7
Feb,IMPS,0,73468.09,514276.61
Mar,NEFT,0,128569.15,385707.46
Apr,NEFT,1,0,385708.46
May,Interest,208209,0,593917.46
Jun,ATM,1353056,0,1946973.46
Jul,Reversal,211192.2,0,2158165.66
Aug,Commission,1208861.75,0,3367027.41
Sep,Debit Card,0,420878.43,2946148.98
Oct,Reversal,0,2946148.98,0
Nov,Purchase,44.18,0,44.18
Dec,Cheque,25.59,0,69.77
Jan,NEFT,36.78,0,106.55
Feb,Bill,167784.8,0,167891.35
Mar,Transfer,0,41972.84,125918.51
Apr,Purchase,39.4,0,125957.91
May,Miscellaneous,1783801.5,0,1909759.41
Jun,Cash,15493,0,1925252.41
Jul,Bill,264739,0,2189991.41
Aug,Cash,19.02,0,2190010.43
Sep,Purchase,0,219001.04,1971009.39
Oct,Commission,0,281572.77,1689436.62
Nov,Cheque,0,187715.18,1501721.44
Dec,Interest,52,0,1501773.44
Jan,NEFT,0,250295.57,1251477.87
Feb,Miscellaneous,44.4,0,1251522.27
Mar,Tax,41595.12,0,1293117.39
Apr,NEFT,0,143679.71,1149437.68
May,Reversal,0,127715.3,1021722.38
Jun,Purchase,468626.2,0,1490348.58
Jul,Miscellaneous,0,372587.15,1117761.44
Aug,Commission,0,159680.21,958081.23
Sep,Cheque,0,191616.25,766464.98
Oct,Reversal,121.12,0,766586.1
Nov,Cheque,0,127764.35,638821.75
Dec,Interest,0,638821.75,0
Jan,Transfer,3.16,0,3.16
Feb,Interest,703480,0,703483.16
Mar,RTGS,1711,0,705194.16
Apr,Purchase,0,100742.02,604452.14
May,Interest,1.32,0,604453.46
Jun,Tax,0,201484.49,402968.97
Jul,IMPS,0,80593.79,322375.18
Aug,NEFT,6.58,0,322381.76
Sep,Reversal,54.2,0,322435.96
Oct,Tax,195550.25,0,517986.21
Nov,Transfer,0,73998.03,443988.18
Dec,Miscellaneous,0,443988.18,0
Jan,Commission,24301.27,0,24301.27
Feb,NEFT,91448.16,0,115749.43
Mar,Cash,0,115749.43,0
Apr,Cash,3230.22,0,3230.22
May,Bill,1793036.5,0,1796266.72
Jun,Tax,28953.07,0,1825219.79
Jul,Reversal,0,182521.98,1642697.81
Aug,IMPS,0,182521.98,1460175.83
Sep,Cheque,202.5,0,1460378.33
Oct,Tax,0,208625.48,1251752.85
Nov,IMPS,441.73,0,1252194.58
Dec,Cheque,202678.6,0,1454873.18
Jan,Bill,0,484957.73,969915.45
Feb,Purchase,0,242478.86,727436.59
Mar,Miscellaneous,17679.9,0,745116.49
Apr,Debit Card,1106759.8,0,1851876.29
May,RTGS,0,264553.76,1587322.53
Jun,NEFT,128369.7,0,1715692.23
Jul,Purchase,0,214461.53,1501230.7
Aug,RTGS,0,166803.41,1334427.29
Sep,Purchase,0,444809.1,889618.19
Oct,ATM,0,222404.55,667213.64
Nov,Debit Card,405.84,0,667619.48
Dec,Debit Card,0,74179.94,593439.54
Jan,Cash,3576.3,0,597015.84
Feb,Purchase,0,199005.28,398010.56
Mar,Purchase,0,49751.32,348259.24
Apr,Reversal,1404,0,349663.24
May,IMPS,12,0,349675.24
Jun,Reversal,2194,0,351869.24
Jul,Tax,0,87967.31,263901.93
Aug,Cash,0,37700.28,226201.65
Sep,Cash,0,25133.52,201068.13
Oct,Cash,0,25133.52,175934.61
Nov,ATM,0,87967.31,87967.3
Dec,Transfer,52.9,0,88020.2
Jan,ATM,0,22005.05,66015.15
Feb,Reversal,3500.43,0,69515.58
Mar,Cheque,0,23171.86,46343.72
Apr,Debit Card,124,0,46467.72
May,NEFT,614.9,0,47082.62
Jun,Reversal,2077951,0,2125033.62
Jul,Interest,17966,0,2142999.62
Aug,Interest,0,1071499.81,1071499.81
Sep,Purchase,30587,0,1102086.81
Oct,Cheque,0,275521.7,826565.11
Nov,Transfer,0,137760.85,688804.26
Dec,Reversal,46687.75,0,735492.01
Jan,Transfer,0,147098.4,588393.61
Feb,NEFT,2,0,588395.61
Mar,Cash,1327039,0,1915434.61
Apr,ATM,81714,0,1997148.61
May,Transfer,7.96,0,1997156.57
Jun,IMPS,238.07,0,1997394.64
Jul,Purchase,0,285342.09,1712052.55
Aug,Cash,0,244578.94,1467473.61
Sep,Reversal,11869.68,0,1479343.29
Oct,ATM,32383,0,1511726.29
Nov,Commission,16169.83,0,1527896.12
Dec,Interest,364.6,0,1528260.72
Jan,RTGS,0,169806.75,1358453.97
Feb,Miscellaneous,1274.5,0,1359728.47
Mar,Commission,0,339932.12,1019796.35
Apr,Tax,0,339932.12,679864.23
May,Purchase,0,679864.23,0
Jun,RTGS,1,0,1
Jul,Commission,0,0.2,0.8
Aug,Cheque,0,0.09,0.71
Sep,ATM,0,0.36,0.36
Oct,ATM,0,0.12,0.24
Nov,IMPS,27.24,0,27.48
Dec,Miscellaneous,0,3.44,24.04
Jan,Tax,0,4.01,20.03
Feb,ATM,717975,0,717995.03
Mar,Bill,0,71799.5,646195.53
Apr,Transfer,0,92313.65,553881.88
May,Purchase,5,0,553886.88
Jun,Reversal,0,553886.88,0
Jul,Reversal,247212,0,247212
Aug,Commission,0,27468,219744
Sep,IMPS,0,36624,183120
Oct,Bill,0,61040,122080
Nov,Cash,239155,0,361235
Dec,Interest,0,180617.5,180617.5
Jan,Debit Card,253,0,180870.5
Feb,Transfer,207,0,181077.5
Mar,Cash,53.15,0,181130.65
Apr,Transfer,331,0,181461.65
May,Reversal,5.4,0,181467.05
Jun,Cash,308067,0,489534.05
Jul,Miscellaneous,0,122383.51,367150.54
Aug,Bill,0,52450.08,314700.46
Sep,Transfer,21928,0,336628.46
Oct,Bill,295,0,336923.46
Nov,Debit Card,0,112307.82,224615.64
Dec,RTGS,15352.1,0,239967.74
Jan,Reversal,1881433.5,0,2121401.24
Feb,NEFT,0,212140.12,1909261.12
Mar,Miscellaneous,28,0,1909289.12
Apr,ATM,0,238661.14,1670627.98
May,ATM,0,167062.8,1503565.18
Jun,NEFT,0,150356.52,1353208.66
Jul,Purchase,122,0,1353330.66
Aug,Purchase,804.02,0,1354134.68
Sep,Miscellaneous,15169.74,0,1369304.42
Oct,Cash,0,273860.88,1095443.54
Nov,Tax,0,121715.95,973727.59
Dec,Bill,0,324575.86,649151.73
Jan,NEFT,0,649151.73,0
Feb,Tax,0.6,0,0.6
Mar,IMPS,81,0,81.6
Apr,Tax,0,10.2,71.4
May,IMPS,0,7.93,63.47
Jun,Cheque,12,0,75.47
Jul,IMPS,0,18.87,56.6
Aug,Interest,0,18.87,37.73
Sep,Commission,0,7.55,30.18
Oct,Interest,0,3.02,27.16
Nov,Purchase,0,2.72,24.44
Dec,Tax,0,3.06,21.38
Jan,ATM,3265.05,0,3286.43
Feb,Reversal,246.9,0,3533.33
Mar,Bill,2050597,0,2054130.33
Apr,Cheque,0,205413.03,1848717.3
May,Tax,0,369743.46,1478973.84
Jun,Interest,4.9,0,1478978.74
Jul,IMPS,52.9,0,1479031.64
Aug,Purchase,0,739515.82,739515.82
Sep,Debit Card,0,246505.27,493010.55
Oct,Purchase,4928.5,0,497939.05
Nov,IMPS,0,497939.05,0
Dec,NEFT,79.8,0,79.8
Jan,Debit Card,2966.7,0,3046.5
Feb,Transfer,0,507.75,2538.75
Mar,IMPS,115085,0,117623.75
Apr,Bill,510241.8,0,627865.55
May,Miscellaneous,266.9,0,628132.45
Jun,NEFT,0,209377.48,418754.97
Jul,Tax,2083601,0,2502355.97
Aug,ATM,0,417059.33,2085296.64
Sep,Purchase,0.6,0,2085297.24
Oct,NEFT,0,695099.08,1390198.16
Nov,Cheque,32669,0,1422867.16
Dec,ATM,0,284573.43,1138293.73
Jan,Tax,0,1138293.73,0
Feb,Cash,3665,0,3665
Mar,Reversal,1527111,0,1530776
Apr,Transfer,1.3,0,1530777.3
May,Bill,0,218682.47,1312094.83
Jun,Purchase,400,0,1312494.83
Jul,Tax,3764.41,0,1316259.24
Aug,NEFT,0,329064.81,987194.43
Sep,Purchase,0,197438.89,789755.54
Oct,IMPS,1561235.2,0,2350990.74
Nov,Tax,66751.6,0,2417742.34
Dec,Cheque,0,483548.47,1934193.87
Jan,ATM,48.5,0,1934242.37
Feb,Miscellaneous,0,967121.19,967121.18
Mar,NEFT,1831112,0,2798233.18
Apr,Interest,202,0,2798435.18
May,ATM,462.3,0,2798897.48
Jun,Cheque,0,466482.91,2332414.57
Jul,Commission,55.42,0,2332469.99
Aug,Transfer,219676.84,0,2552146.83
Sep,Purchase,0,2552146.83,0
Oct,Miscellaneous,214631.5,0,214631.5
Nov,RTGS,0,26828.94,187802.56
Dec,Reversal,0,26828.94,160973.62
Jan,IMPS,0,26828.94,134144.68
Feb,Bill,0,44714.89,89429.79
Mar,Cash,429.46,0,89859.25
Apr,Interest,0,29953.08,59906.17
May,Cheque,0,14976.54,44929.63
Jun,IMPS,24,0,44953.63
Jul,Reversal,0,5619.2,39334.43
Aug,ATM,176728,0,216062.43
Sep,Cheque,406,0,216468.43
Oct,NEFT,3086.1,0,219554.53
Nov,Reversal,0,27444.32,192110.21
Dec,IMPS,202046,0,394156.21
Jan,IMPS,402,0,394558.21
Feb,Miscellaneous,0,49319.78,345238.43
Mar,Purchase,749482,0,1094720.43
Apr,RTGS,0,136840.05,957880.38
May,Tax,15411.18,0,973291.56
Jun,Tax,0,139041.65,834249.91
Jul,Commission,56.83,0,834306.74
Aug,NEFT,0,119186.68,715120.06
Sep,Cash,183560.8,0,898680.86
Oct,Transfer,32541.7,0,931222.56
Nov,Tax,250272,0,1181494.56
Dec,Tax,3597.6,0,1185092.16
Jan,Tax,0,197515.36,987576.8
Feb,Purchase,0,123447.1,864129.7
Mar,Transfer,393.2,0,864522.9
Apr,Debit Card,0,144087.15,720435.75
May,IMPS,5.63,0,720441.38
Jun,Transfer,1215956,0,1936397.38
Jul,Interest,0,1936397.38,0
Aug,Debit Card,14.53,0,14.53
Sep,Miscellaneous,0,7.27,7.26
Oct,Cheque,1089.5,0,1096.76
Nov,Bill,0,109.68,987.08
Dec,Commission,494148.8,0,495135.88
Jan,Bill,0,70733.7,424402.18
Feb,Tax,0,212201.09,212201.09
Mar,RTGS,1.42,0,212202.51
Apr,IMPS,131,0,212333.51
May,IMPS,485,0,212818.51
Jun,Purchase,0,35469.75,177348.76
Jul,Transfer,7204,0,184552.76
Aug,RTGS,0,23069.1,161483.66
Sep,Commission,2647,0,164130.66
Oct,Commission,16105,0,180235.66
Nov,Miscellaneous,0.47,0,180236.13
Dec,Transfer,0,25748.02,154488.11
Jan,IMPS,136644,0,291132.11
Feb,RTGS,0,291132.11,0
Mar,Interest,5.02,0,5.02
Apr,Cash,17649.3,0,17654.32
May,Miscellaneous,95902.5,0,113556.82
Jun,Interest,1761286.2,0,1874843.02
Jul,ATM,0,468710.76,1406132.26
Aug,ATM,104780.47,0,1510912.73
Sep,RTGS,1880761.5,0,3391674.23
Oct,Interest,0,565279.04,2826395.19
Nov,Interest,0,565279.04,2261116.15
Dec,Cash,249,0,2261365.15
Jan,Debit Card,0,452273.03,1809092.12
Feb,Reversal,4,0,1809096.12
Mar,Reversal,227229.75,0,2036325.87
Apr,Debit Card,2718,0,2039043.87
May,Cash,0,509760.97,1529282.9
Jun,RTGS,264847,0,1794129.9
Jul,Transfer,139.16,0,1794269.06
Aug,ATM,91.52,0,1794360.58
Sep,Reversal,0,224295.07,1570065.51
Oct,Miscellaneous,535378,0,2105443.51
Nov,Tax,230588.5,0,2336032.01
Dec,Cash,7.2,0,2336039.21
Jan,NEFT,0,778679.74,1557359.47
Feb,Reversal,0,155735.95,1401623.52
Mar,Transfer,0,155735.95,1245887.57
Apr,Cheque,0,124588.76,1121298.81
May,Interest,3988.81,0,1125287.62
Jun,Reversal,0,125031.96,1000255.66
Jul,Purchase,3163,0,1003418.66
Aug,Tax,1722358,0,2725776.66
Sep,IMPS,0,681444.17,2044332.5
Oct,Bill,0,340722.08,1703610.42
Nov,IMPS,0,567870.14,1135740.28
Dec,NEFT,3071.2,0,1138811.48
Jan,Tax,34.9,0,1138846.38
Feb,Reversal,0,227769.28,911077.1
Mar,Tax,0,303692.37,607384.73
Apr,Transfer,0,151846.18,455538.55
May,Debit Card,3131.03,0,458669.58
Jun,Cash,0,57333.7,401335.88
Jul,Interest,2883.4,0,404219.28
Aug,Purchase,6.5,0,404225.78
Sep,Commission,191,0,404416.78
Oct,IMPS,124769,0,529185.78
Nov,Tax,483.89,0,529669.67
Dec,Tax,0,66208.71,463460.96
Jan,Purchase,38,0,463498.96
Feb,RTGS,17640.61,0,481139.57
Mar,Cash,424,0,481563.57
Apr,Interest,27705.8,0,509269.37
May,Tax,0,127317.34,381952.03
Jun,Cheque,0,63658.67,318293.36
Jul,Debit Card,0,45470.48,272822.88
Aug,Debit Card,189.75,0,273012.63
Sep,Purchase,0,68253.16,204759.47
Oct,Cheque,4193.21,0,208952.68
Nov,Interest,0,52238.17,156714.51
Dec,Miscellaneous,0,0,156714.51
Jan,Commission,4.14,0,156718.65
Feb,Reversal,4.26,0,156722.91
Mar,Debit Card,521266,0,677988.91
Apr,ATM,0,67798.89,610190.02
May,IMPS,0,67798.89,542391.13
Jun,Interest,0,542391.13,0
Jul,ATM,218,0,218
Aug,Bill,0,0,218
Sep,NEFT,31021.23,0,31239.23
Oct,Cheque,155942.78,0,187182.01
Nov,Reversal,1172520,0,1359702.01
Dec,Reversal,266,0,1359968.01
Jan,Bill,450.1,0,1360418.11
Feb,IMPS,0,1360418.11,0
Mar,Commission,1.9,0,1.9
Apr,IMPS,0,0.38,1.52
May,Cheque,2,0,3.52
Jun,Debit Card,1,0,4.52
Jul,Commission,4.06,0,8.58
Aug,Cash,0,4.29,4.29
Sep,Debit Card,0,0.48,3.81
Oct,Miscellaneous,0,1.27,2.54
Nov,Purchase,0,0.64,1.9
Dec,Transfer,504.78,0,506.68
Jan,Interest,0,168.89,337.79
Feb,Bill,0,42.22,295.57
Mar,Tax,0,98.52,197.05
Apr,NEFT,26,0,223.05
May,Reversal,0,111.53,111.52
Jun,Reversal,25703.58,0,25815.1
Jul,Commission,0,4302.52,21512.58
Aug,Commission,0,2390.29,19122.29
Sep,Reversal,0,19122.29,0
Oct,Bill,1243,0,1243
Nov,Purchase,0,414.33,828.67
Dec,IMPS,0,82.87,745.8
Jan,ATM,0,124.3,621.5
Feb,Tax,13.22,0,634.72
Mar,ATM,32293,0,32927.72
Apr,Debit Card,2,0,32929.72
May,RTGS,565,0,33494.72
Jun,ATM,103.2,0,33597.92
Jul,RTGS,434.5,0,34032.42
Aug,Purchase,316.48,0,34348.9
Sep,Bill,0,3434.89,30914.01
Oct,ATM,0,10304.67,20609.34
Nov,Bill,26729.7,0,47339.04
Dec,Purchase,6,0,47345.04
Jan,Tax,0,5918.13,41426.91
Feb,Miscellaneous,0,13808.97,27617.94
Mar,Cheque,0,3452.24,24165.7
Apr,Debit Card,0,3020.71,21144.99
May,Reversal,195770.94,0,216915.93
Jun,Purchase,0,216915.93,0
Jul,Cheque,40.5,0,40.5
Aug,Miscellaneous,1433.3,0,1473.8
Sep,Commission,0,736.9,736.9
Oct,RTGS,0,122.82,614.08
Nov,Cheque,1798,0,2412.08
Dec,Tax,0,301.51,2110.57
Jan,Cheque,0,703.52,1407.05
Feb,Transfer,43.53,0,1450.58
Mar,Cheque,118.02,0,1568.6
Apr,Purchase,0,156.86,1411.74
May,Tax,2.01,0,1413.75
Jun,Interest,0,141.38,1272.38
Jul,IMPS,3.9,0,1276.28
Aug,Reversal,0,319.07,957.21
Sep,Purchase,0,239.3,717.91
Oct,Debit Card,25537,0,26254.91
Nov,Cheque,5.21,0,26260.12
Dec,Bill,0,2626.01,23634.11
Jan,Cheque,1888,0,25522.11
Feb,Miscellaneous,0,5104.42,20417.69
Mar,NEFT,5,0,20422.69
Apr,Interest,1675.4,0,22098.09
May,Interest,0,2455.34,19642.75
Jun,Commission,0,19642.75,0
Jul,Miscellaneous,393283,0,393283
Aug,Reversal,0,39328.3,353954.7
Sep,NEFT,0,88488.68,265466.03
Oct,Bill,132441.5,0,397907.53
Nov,ATM,0,56843.93,341063.6
Dec,Bill,2,0,341065.6
Jan,Purchase,0.78,0,341066.38
Feb,Cheque,4.68,0,341071.06
Mar,Reversal,0,85267.77,255803.3
Apr,ATM,2816,0,258619.3
May,Tax,0,28735.48,229883.82
Jun,NEFT,0,28735.48,201148.34
Jul,Miscellaneous,0,20114.83,181033.51
Aug,Miscellaneous,89,0,181122.51
Sep,Reversal,1139909.5,0,1321032.01
Oct,ATM,0,220172,1100860.01
Nov,ATM,1000.73,0,1101860.74
Dec,Tax,150.16,0,1102010.9
Jan,Reversal,0,110201.09,991809.81
Feb,Cheque,0.75,0,991810.56
Mar,RTGS,0,123976.32,867834.24
Apr,RTGS,0,867834.24,0
May,ATM,470.8,0,470.8
Jun,Reversal,0,78.47,392.33
Jul,RTGS,708.45,0,1100.78
Aug,Commission,0,1100.78,0
Sep,Reversal,299,0,299
Oct,Cheque,0,42.71,256.29
Nov,Transfer,409.92,0,666.21
Dec,NEFT,0,95.17,571.04
Jan,Reversal,0,190.35,380.69
Feb,Reversal,7795.52,0,8176.21
Mar,Bill,0,4088.11,4088.1
Apr,Cheque,0,584.01,3504.09
May,Interest,1724460.5,0,1727964.59
Jun,Commission,0,215995.57,1511969.02
Jul,Transfer,0,1511969.02,0
Aug,Purchase,77372.22,0,77372.22
Sep,Reversal,0,11053.17,66319.05
Oct,ATM,0,8289.88,58029.17
Nov,Bill,11943.3,0,69972.47
Dec,Purchase,0,8746.56,61225.91
Jan,Transfer,0,61225.91,0
Feb,Reversal,8,0,8
Mar,ATM,0,1.33,6.67
Apr,Reversal,0,1.33,5.34
May,Cheque,0,0.76,4.58
Jun,IMPS,1.5,0,6.08
Jul,Transfer,0,0.76,5.32
Aug,Debit Card,0,0.89,4.43
Sep,NEFT,434.96,0,439.39
Oct,IMPS,160566,0,161005.39
Nov,Bill,25598,0,186603.39
Dec,Miscellaneous,0,26657.63,159945.76
Jan,Reversal,0,159945.76,0
Feb,Tax,1.64,0,1.64
Mar,ATM,0,0.41,1.23
Apr,RTGS,0,0.41,0.82
May,RTGS,0,0.14,0.68
Jun,IMPS,0,0.17,0.51
Jul,Cash,0,0.1,0.41
Aug,Reversal,0,0.41,0
Sep,Commission,413.92,0,413.92
Oct,Debit Card,0,68.99,344.93
Nov,ATM,0,86.23,258.7
Dec,Transfer,0,43.12,215.58
Jan,Commission,1820804.5,0,1821020.08
Feb,IMPS,0,227627.51,1593392.57
Mar,Debit Card,0,318678.51,1274714.06
Apr,Interest,6.09,0,1274720.15
May,Bill,0.8,0,1274720.95
Jun,Commission,0,637360.48,637360.48
Jul,Cheque,1340.83,0,638701.31
Aug,Tax,1162.5,0,639863.81
Sep,Tax,4.35,0,639868.16
Oct,Transfer,0,159967.04,479901.12
Nov,RTGS,0,47990.11,431911.01
Dec,NEFT,0,143970.34,287940.67
Jan,IMPS,0,57588.13,230352.54
Feb,Transfer,0,57588.14,172764.4
Mar,ATM,0,86382.2,86382.2
Apr,Tax,1733,0,88115.2
May,Tax,0,11014.4,77100.8
Jun,IMPS,56329,0,133429.8
Jul,Cash,84173.2,0,217603
Aug,Cheque,495.26,0,218098.26
Sep,IMPS,0,36349.71,181748.55
Oct,NEFT,18284,0,200032.55
Nov,Cheque,25762.3,0,225794.85
Dec,NEFT,0,56448.71,169346.14
Jan,Commission,387.69,0,169733.83
Feb,RTGS,0,42433.46,127300.37
Mar,NEFT,0,42433.46,84866.91
Apr,ATM,0,16973.38,67893.53
May,Debit Card,0,13578.71,54314.82
Jun,Cash,0,7759.26,46555.56
Jul,Tax,148537.4,0,195092.96
Aug,NEFT,158135.8,0,353228.76
Sep,ATM,2,0,353230.76
Oct,Miscellaneous,41042.53,0,394273.29
Nov,IMPS,6,0,394279.29
Dec,Miscellaneous,0,98569.82,295709.47
Jan,Purchase,130.7,0,295840.17
Feb,Bill,0,49306.7,246533.47
Mar,Transfer,5680.1,0,252213.57
Apr,Cash,0,252213.57,0
May,NEFT,148786.5,0,148786.5
Jun,IMPS,77935.3,0,226721.8
Jul,Purchase,58,0,226779.8
Aug,Commission,0,56694.95,170084.85
Sep,RTGS,4.5,0,170089.35
Oct,Cheque,0,24298.48,145790.87
Nov,Purchase,0,14579.09,131211.78
Dec,Reversal,0,16401.47,114810.31
Jan,Interest,2,0,114812.31
Feb,Interest,0,16401.76,98410.55
Mar,Commission,506.6,0,98917.15
Apr,Purchase,1,0,98918.15
May,Cash,0,98918.15,0
Jun,Cash,11066.1,0,11066.1
Jul,Commission,0,2766.53,8299.58
Aug,Debit Card,32436,0,40735.58
Sep,RTGS,86316,0,127051.58
Oct,NEFT,92312.8,0,219364.38
Nov,NEFT,0,219364.38,0
Dec,Debit Card,1041187.8,0,1041187.8
Jan,Interest,198063.2,0,1239251
Feb,Cash,0,247850.2,991400.8
Mar,Bill,0,141628.69,849772.11
Apr,Tax,0,212443.03,637329.08
May,Bill,0,79666.14,557662.94
Jun,IMPS,404.3,0,558067.24
Jul,RTGS,47,0,558114.24
Aug,Reversal,53,0,558167.24
Sep,IMPS,221202,0,779369.24
Oct,NEFT,0,86596.58,692772.66
Nov,ATM,0,346386.33,346386.33
Dec,RTGS,25380.4,0,371766.73
Jan,Tax,0,92941.68,278825.05
Feb,Interest,0,46470.84,232354.21
Mar,ATM,0,77451.4,154902.81
Apr,NEFT,0,25817.14,129085.68
May,NEFT,214596.7,0,343682.38
Jun,ATM,8,0,343690.38
Jul,Commission,7.36,0,343697.74
Aug,Tax,101.2,0,343798.94
Sep,ATM,765024.5,0,1108823.44
Oct,IMPS,0,158403.35,950420.09
Nov,Cash,3846.05,0,954266.14
Dec,Debit Card,8514.84,0,962780.98
Jan,Interest,0,192556.2,770224.78
Feb,Commission,0,256741.59,513483.19
Mar,Cheque,6.6,0,513489.79
Apr,Bill,32445,0,545934.79
May,NEFT,0,545934.79,0
Jun,Cash,279902.2,0,279902.2
Jul,ATM,0,46650.37,233251.83
Aug,IMPS,0,23325.18,209926.65
Sep,IMPS,2456,0,212382.65
Oct,Reversal,0,35397.11,176985.54
Nov,Reversal,0,58995.18,117990.36
Dec,Transfer,2974.97,0,120965.33
Jan,Reversal,0.4,0,120965.73
Feb,IMPS,0,30241.43,90724.3
Mar,NEFT,0,90724.3,0
Apr,NEFT,30745,0,30745
May,Reversal,39.48,0,30784.48
Jun,Purchase,45,0,30829.48
Jul,NEFT,2477,0,33306.48
Aug,Tax,0,11102.16,22204.32
Sep,Bill,6855.54,0,29059.86
Oct,Commission,99498.25,0,128558.11
Nov,Debit Card,2408.7,0,130966.81
Dec,RTGS,0,21827.8,109139.01
Jan,IMPS,0,10913.9,98225.11
Feb,Debit Card,0,98225.11,0
Mar,Interest,213612.9,0,213612.9
Apr,Interest,295.19,0,213908.09
May,Miscellaneous,40.63,0,213948.72
Jun,Reversal,10,0,213958.72
Jul,Miscellaneous,2117,0,216075.72
Aug,Purchase,0,43215.14,172860.58
Sep,Cheque,0,43215.15,129645.44
Oct,ATM,0,64822.72,64822.72
Nov,Tax,7,0,64829.72
Dec,Bill,5.7,0,64835.42
Jan,Miscellaneous,1433102,0,1497937.42
Feb,Tax,1783,0,1499720.42
Mar,Reversal,0,249953.4,1249767.02
Apr,Bill,44.4,0,1249811.42
May,Tax,0,178544.49,1071266.93
Jun,Bill,1585369,0,2656635.93
Jul,Debit Card,0,2656635.93,0
Aug,Miscellaneous,175.1,0,175.1
Sep,Interest,0,17.51,157.59
Oct,Bill,44,0,201.59
Nov,IMPS,0,33.6,167.99
Dec,Miscellaneous,1735.7,0,1903.69
Jan,Commission,21,0,1924.69
Feb,IMPS,7,0,1931.69
Mar,Debit Card,0,193.17,1738.52
Apr,Bill,41897.59,0,43636.11
May,Interest,2.57,0,43638.68
Jun,RTGS,0,10909.67,32729.01
Jul,ATM,0,4091.13,28637.88
Aug,Transfer,6,0,28643.88
Sep,Purchase,0,4091.98,24551.9
Oct,Interest,21275,0,45826.9
Nov,Transfer,0,11456.73,34370.18
Dec,Commission,0,4910.03,29460.15
Jan,Bill,0,3273.35,26186.8
Feb,Debit Card,3.6,0,26190.4
Mar,IMPS,2488.89,0,28679.29
Apr,Bill,214.2,0,28893.49
May,NEFT,0,4815.58,24077.91
Jun,RTGS,0,3009.74,21068.17
Jul,Cash,1188,0,22256.17
Aug,Commission,2.34,0,22258.51
Sep,NEFT,494.3,0,22752.81
Oct,Commission,0,22752.81,0
Nov,Miscellaneous,352.73,0,352.73
Dec,Interest,0,88.18,264.55
Jan,Cash,0,33.07,231.48
Feb,ATM,1787505.25,0,1787736.73
Mar,ATM,676.7,0,1788413.43
Apr,IMPS,4071.06,0,1792484.49
May,Miscellaneous,440892,0,2233376.49
Jun,Transfer,916724.2,0,3150100.69
